Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Greenland,GRL,66.96341463,67.60780488,68.16268293,68.43536585,68.80682927,69.22073171,69.51926829,69.98268293,70.21341463,70.46780488,70.85707317,71.06243902,71.29902439,71.8304878,,,
Guatemala,GTM,67.77102439,68.21658537,68.62112195,68.99109756,69.3314878,69.65434146,69.97568293,70.30558537,70.65104878,71.01260976,71.38621951,71.75885366,72.11846341,72.45402439,72.76202439,73.04297561,
Guam,GUM,75.0975122,75.45121951,75.79507317,76.12512195,76.43897561,76.74034146,77.03246341,77.32104878,77.6102439,77.89902439,78.18285366,78.45656098,78.71439024,78.95363415,79.17373171,79.37763415,
Guyana,GUY,64.93119512,65.06970732,65.20065854,65.32507317,65.44292683,65.5532439,65.65653659,65.75382927,65.84660976,65.93682927,66.02641463,66.11878049,66.21587805,66.31765854,66.42614634,66.53936585,
High income,HIC,77.61678269,77.91327513,78.05537314,78.1797977,78.60094158,78.69842454,79.00269464,79.23508611,79.38339134,79.66030739,79.84218174,80.08194663,80.19796792,80.3808347,80.61483831,80.74130969,
"Hong Kong SAR, China",HKG,80.87804878,81.42439024,81.47804878,81.32926829,81.7804878,81.5804878,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,
Honduras,HND,70.49419512,70.71212195,70.91104878,71.10295122,71.29282927,71.48217073,71.67297561,71.85926829,72.04102439,72.21829268,72.39504878,72.57278049,72.754,72.93970732,73.12990244,73.32460976,
Heavily indebted poor countries (HIPC),HPC,52.17742899,52.68462429,53.26292762,53.90680985,54.60455923,55.34084123,56.09826368,56.85666492,57.59680361,58.30389402,58.96646682,59.57860688,60.14651181,60.67593748,61.16724084,61.6223619,
Croatia,HRV,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,
Haiti,HTI,57.67604878,57.92978049,58.19936585,58.4952439,58.82092683,59.17946341,59.56992683,59.98241463,60.40653659,60.83378049,61.25319512,61.6552439,62.03436585,62.388,62.71314634,63.01078049,
